Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Magcargo,0219,55.0 kg (121.3 lbs),0.8 m (2′07″),"Fire,Rock","Magma Armor,Flame Body,Weak Armor"," Prevents the Pokémon from becoming frozen., Contact with the Pokémon may burn the attacker., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/magma-armor, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/magcargo,,,
Slugma,0218,35.0 kg (77.2 lbs),0.7 m (2′04″),Fire,"Magma Armor,Flame Body,Weak Armor"," Prevents the Pokémon from becoming frozen., Contact with the Pokémon may burn the attacker., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/magma-armor, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/slugma,Magcargo, #0219, https://pokemondb.net//pokedex/magcargo
Elekid,0239,23.5 kg (51.8 lbs),0.6 m (2′00″),Electric,"Static,Vital Spirit"," Contact with the Pokémon may cause paralysis., Prevents the Pokémon from falling asleep."," https://pokemondb.net//ability/static, https://pokemondb.net//ability/vital-spirit",https://pokemondb.net/pokedex/elekid,"Electabuzz,Electivire"," #0125, #0466"," https://pokemondb.net//pokedex/electabuzz, https://pokemondb.net//pokedex/electivire"
Smoochum,0238,6.0 kg (13.2 lbs),0.4 m (1′04″),"Ice,Psychic","Oblivious,Forewarn,Hydration"," Prevents it from becoming infatuated., Determines what moves a foe has., Heals status problems if it is raining."," https://pokemondb.net//ability/oblivious, https://pokemondb.net//ability/forewarn, https://pokemondb.net//ability/hydration",https://pokemondb.net/pokedex/smoochum,Jynx, #0124, https://pokemondb.net//pokedex/jynx
Hitmontop,0237,48.0 kg (105.8 lbs),1.4 m (4′07″),Fighting,"Intimidate,Technician,Steadfast"," Lowers the foe's Attack stat., Powers up the Pokémon's weaker moves., Raises Speed each time the Pokémon flinches."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/steadfast",https://pokemondb.net/pokedex/hitmontop,,,
Tyrogue,0236,21.0 kg (46.3 lbs),0.7 m (2′04″),Fighting,"Guts,Steadfast,Vital Spirit"," Boosts Attack if there is a status problem., Raises Speed each time the Pokémon flinches., Prevents the Pokémon from falling asleep."," https://pokemondb.net//ability/guts, https://pokemondb.net//ability/steadfast, https://pokemondb.net//ability/vital-spirit",https://pokemondb.net/pokedex/tyrogue,,,
Smeargle,0235,58.0 kg (127.9 lbs),1.2 m (3′11″),Normal,"Own Tempo,Technician,Moody"," Prevents the Pokémon from becoming confused., Powers up the Pokémon's weaker moves., Raises one stat and lowers another."," https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/moody",https://pokemondb.net/pokedex/smeargle,,,
Stantler,0234,71.2 kg (157.0 lbs),1.4 m (4′07″),Normal,"Intimidate,Frisk,Sap Sipper"," Lowers the foe's Attack stat., The Pokémon can check a foe's held item., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/frisk, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/stantler,Wyrdeer, #0899, https://pokemondb.net//pokedex/wyrdeer
Torchic,0255,2.5 kg (5.5 lbs),0.4 m (1′04″),Fire,"Blaze,Speed Boost"," Powers up Fire-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/torchic,"Combusken,Blaziken"," #0256, #0257"," https://pokemondb.net//pokedex/combusken, https://pokemondb.net//pokedex/blaziken"
Sceptile,0254,52.2 kg (115.1 lbs),1.7 m (5′07″),Grass,"Overgrow,Unburden,Lightning Rod"," Powers up Grass-type moves in a pinch., Raises Speed if a held item is used., Draws in all Electric-type moves to up Sp. Attack."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/unburden, https://pokemondb.net//ability/lightning-rod",https://pokemondb.net/pokedex/sceptile,,,
Linoone,0264,32.5 kg (71.7 lbs),0.5 m (1′08″),Normal,"Pickup,Gluttony,Quick Feet,Pickup,Gluttony,Quick Feet"," The Pokémon may pick up items., Encourages the early use of a held Berry., Boosts Speed if there is a status problem., The Pokémon may pick up items., Encourages the early use of a held Berry., Boosts Speed if there is a status problem."," https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/quick-feet",https://pokemondb.net/pokedex/linoone,"Zigzagoon,Linoone,Obstagoon"," #0263, #0264, #0862"," https://pokemondb.net//pokedex/linoone, https://pokemondb.net//pokedex/zigzagoon, https://pokemondb.net//pokedex/linoone, https://pokemondb.net//pokedex/obstagoon"
Zigzagoon,0263,17.5 kg (38.6 lbs),0.4 m (1′04″),Normal,"Pickup,Gluttony,Quick Feet,Pickup,Gluttony,Quick Feet"," The Pokémon may pick up items., Encourages the early use of a held Berry., Boosts Speed if there is a status problem., The Pokémon may pick up items., Encourages the early use of a held Berry., Boosts Speed if there is a status problem."," https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/quick-feet",https://pokemondb.net/pokedex/zigzagoon,"Linoone,Obstagoon"," #0264, #0862"," https://pokemondb.net//pokedex/linoone, https://pokemondb.net//pokedex/zigzagoon, https://pokemondb.net//pokedex/linoone, https://pokemondb.net//pokedex/obstagoon"
Mightyena,0262,37.0 kg (81.6 lbs),1.0 m (3′03″),Dark,"Intimidate,Quick Feet,Moxie"," Lowers the foe's Attack stat., Boosts Speed if there is a status problem., Boosts Attack after knocking out any Pokémon."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/moxie",https://pokemondb.net/pokedex/mightyena,,,
Poochyena,0261,13.6 kg (30.0 lbs),0.5 m (1′08″),Dark,"Run Away,Quick Feet,Rattled"," Enables a sure getaway from wild Pokémon., Boosts Speed if there is a status problem., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net//ability/run-away, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/rattled",https://pokemondb.net/pokedex/poochyena,Mightyena, #0262, https://pokemondb.net//pokedex/mightyena
Swampert,0260,81.9 kg (180.6 lbs),1.5 m (4′11″),"Water,Ground","Torrent,Damp,Swift Swim"," Powers up Water-type moves in a pinch., Prevents the use of self-destructing moves., Boosts the Pokémon's Speed in rain."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/damp, https://pokemondb.net//ability/swift-swim",https://pokemondb.net/pokedex/swampert,,,
Marshtomp,0259,28.0 kg (61.7 lbs),0.7 m (2′04″),"Water,Ground","Torrent,Damp"," Powers up Water-type moves in a pinch., Prevents the use of self-destructing moves."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/damp",https://pokemondb.net/pokedex/marshtomp,Swampert, #0260," https://pokemondb.net//pokedex/marshtomp, https://pokemondb.net//pokedex/swampert"
Vigoroth,0288,46.5 kg (102.5 lbs),1.4 m (4′07″),Normal,Vital Spirit, Prevents the Pokémon from falling asleep., https://pokemondb.net//ability/vital-spirit,https://pokemondb.net/pokedex/vigoroth,Slaking, #0289," https://pokemondb.net//pokedex/vigoroth, https://pokemondb.net//pokedex/slaking"
Slakoth,0287,24.0 kg (52.9 lbs),0.8 m (2′07″),Normal,Truant, Pokémon can't attack on consecutive turns., https://pokemondb.net//ability/truant,https://pokemondb.net/pokedex/slakoth,"Vigoroth,Slaking"," #0288, #0289"," https://pokemondb.net//pokedex/vigoroth, https://pokemondb.net//pokedex/slaking"
Sableye,0302,11.0 kg (24.3 lbs),0.5 m (1′08″),"Dark,Ghost","Keen Eye,Stall,Prankster,Magic Bounce"," Prevents other Pokémon from lowering accuracy., The Pokémon moves after all other Pokémon do., Gives priority to a status move., Reflects status- changing moves."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/stall, https://pokemondb.net//ability/prankster, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/sableye,,,
Delcatty,0301,32.6 kg (71.9 lbs),1.1 m (3′07″),Normal,"Cute Charm,Normalize,Wonder Skin"," Contact with the Pokémon may cause infatuation., All the Pokémon's moves become the Normal type., Makes status-changing moves more likely to miss."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/normalize, https://pokemondb.net//ability/wonder-skin",https://pokemondb.net/pokedex/delcatty,,,
Skitty,0300,11.0 kg (24.3 lbs),0.6 m (2′00″),Normal,"Cute Charm,Normalize,Wonder Skin"," Contact with the Pokémon may cause infatuation., All the Pokémon's moves become the Normal type., Makes status-changing moves more likely to miss."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/normalize, https://pokemondb.net//ability/wonder-skin",https://pokemondb.net/pokedex/skitty,Delcatty, #0301, https://pokemondb.net//pokedex/delcatty
Nosepass,0299,97.0 kg (213.8 lbs),1.0 m (3′03″),Rock,"Sturdy,Magnet Pull,Sand Force"," It cannot be knocked out with one hit., Prevents Steel-type Pokémon from escaping., Boosts certain moves' power in a sandstorm."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/magnet-pull, https://pokemondb.net//ability/sand-force",https://pokemondb.net/pokedex/nosepass,Probopass, #0476, https://pokemondb.net//pokedex/probopass
Azurill,0298,2.0 kg (4.4 lbs),0.2 m (0′08″),"Normal,Fairy","Thick Fat,Huge Power,Sap Sipper"," Ups resistance to Fire- and Ice-type moves., Raises the Pokémon's Attack stat., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/huge-power, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/azurill,"Marill,Azumarill"," #0183, #0184"," https://pokemondb.net//pokedex/marill, https://pokemondb.net//pokedex/azumarill"
Hariyama,0297,253.8 kg (559.5 lbs),2.3 m (7′07″),Fighting,"Thick Fat,Guts,Sheer Force"," Ups resistance to Fire- and Ice-type moves., Boosts Attack if there is a status problem., Removes added effects to increase move damage."," https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/guts, https://pokemondb.net//ability/sheer-force",https://pokemondb.net/pokedex/hariyama,,,
Gulpin,0316,10.3 kg (22.7 lbs),0.4 m (1′04″),Poison,"Liquid Ooze,Sticky Hold,Gluttony"," Damages attackers using any draining move., Protects the Pokémon from item theft., Encourages the early use of a held Berry."," https://pokemondb.net//ability/liquid-ooze, https://pokemondb.net//ability/sticky-hold, https://pokemondb.net//ability/gluttony",https://pokemondb.net/pokedex/gulpin,Swalot, #0317, https://pokemondb.net//pokedex/swalot
Roselia,0315,2.0 kg (4.4 lbs),0.3 m (1′00″),"Grass,Poison","Natural Cure,Poison Point,Leaf Guard"," All status problems heal when it switches out., Contact with the Pokémon may poison the attacker., Prevents problems with status in sunny weather."," https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/poison-point, https://pokemondb.net//ability/leaf-guard",https://pokemondb.net/pokedex/roselia,Roserade, #0407," https://pokemondb.net//pokedex/roselia, https://pokemondb.net//pokedex/roserade"
Vibrava,0329,15.3 kg (33.7 lbs),1.1 m (3′07″),"Ground,Dragon",Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/vibrava,Flygon, #0330," https://pokemondb.net//pokedex/vibrava, https://pokemondb.net//pokedex/flygon"
Trapinch,0328,15.0 kg (33.1 lbs),0.7 m (2′04″),Ground,"Hyper Cutter,Arena Trap,Sheer Force"," Prevents other Pokémon from lowering Attack stat., Prevents the foe from fleeing., Removes added effects to increase move damage."," https://pokemondb.net//ability/hyper-cutter, https://pokemondb.net//ability/arena-trap, https://pokemondb.net//ability/sheer-force",https://pokemondb.net/pokedex/trapinch,"Vibrava,Flygon"," #0329, #0330"," https://pokemondb.net//pokedex/vibrava, https://pokemondb.net//pokedex/flygon"
Spinda,0327,5.0 kg (11.0 lbs),1.1 m (3′07″),Normal,"Own Tempo,Tangled Feet,Contrary"," Prevents the Pokémon from becoming confused., Raises evasion if the Pokémon is confused., Makes stat changes have an opposite effect."," https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/tangled-feet, https://pokemondb.net//ability/contrary",https://pokemondb.net/pokedex/spinda,,,
Grumpig,0326,71.5 kg (157.6 lbs),0.9 m (2′11″),Psychic,"Thick Fat,Own Tempo,Gluttony"," Ups resistance to Fire- and Ice-type moves., Prevents the Pokémon from becoming confused., Encourages the early use of a held Berry."," https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/gluttony",https://pokemondb.net/pokedex/grumpig,,,
Spoink,0325,30.6 kg (67.5 lbs),0.7 m (2′04″),Psychic,"Thick Fat,Own Tempo,Gluttony"," Ups resistance to Fire- and Ice-type moves., Prevents the Pokémon from becoming confused., Encourages the early use of a held Berry."," https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/gluttony",https://pokemondb.net/pokedex/spoink,Grumpig, #0326, https://pokemondb.net//pokedex/grumpig
Torkoal,0324,80.4 kg (177.3 lbs),0.5 m (1′08″),Fire,"White Smoke,Drought,Shell Armor"," Prevents other Pokémon from lowering its stats., Turns the sunlight harsh when the Pokémon enters a battle., The Pokémon is protected against critical hits."," https://pokemondb.net//ability/white-smoke, https://pokemondb.net//ability/drought, https://pokemondb.net//ability/shell-armor",https://pokemondb.net/pokedex/torkoal,,,
Anorith,0347,12.5 kg (27.6 lbs),0.7 m (2′04″),"Rock,Bug","Battle Armor,Swift Swim"," The Pokémon is protected against critical hits., Boosts the Pokémon's Speed in rain."," https://pokemondb.net//ability/battle-armor, https://pokemondb.net//ability/swift-swim",https://pokemondb.net/pokedex/anorith,Armaldo, #0348, https://pokemondb.net//pokedex/armaldo
Cradily,0346,60.4 kg (133.2 lbs),1.5 m (4′11″),"Rock,Grass","Suction Cups,Storm Drain"," Negates all moves that force switching out., Draws in all Water-type moves to up Sp. Attack."," https://pokemondb.net//ability/suction-cups, https://pokemondb.net//ability/storm-drain",https://pokemondb.net/pokedex/cradily,,,
Snorunt,0361,16.8 kg (37.0 lbs),0.7 m (2′04″),Ice,"Inner Focus,Ice Body,Moody"," The Pokémon is protected from flinching., The Pokémon gradually regains HP in a hailstorm., Raises one stat and lowers another."," https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/ice-body, https://pokemondb.net//ability/moody",https://pokemondb.net/pokedex/snorunt,,,
Wynaut,0360,14.0 kg (30.9 lbs),0.6 m (2′00″),Psychic,"Shadow Tag,Telepathy"," Prevents the foe from escaping., Anticipates an ally's attack and dodges it."," https://pokemondb.net//ability/shadow-tag, https://pokemondb.net//ability/telepathy",https://pokemondb.net/pokedex/wynaut,Wobbuffet, #0202, https://pokemondb.net//pokedex/wobbuffet
Absol,0359,47.0 kg (103.6 lbs),1.2 m (3′11″),Dark,"Pressure,Super Luck,Justified,Magic Bounce"," The Pokémon raises the foe's PP usage., Heightens the critical-hit ratios of moves., Raises Attack when hit by a Dark-type move., Reflects status- changing moves."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/super-luck, https://pokemondb.net//ability/justified, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/absol,,,
Chimecho,0358,1.0 kg (2.2 lbs),0.6 m (2′00″),Psychic,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/chimecho,,,
